Id,age,years_of_experience,lesson_price,qualification,physics,chemistry,biology,english,geography,history,mean_exam_points,choose
905,49.0,1.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0
906,33.0,7.0,800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0
907,39.0,3.0,2850.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0
908,34.0,3.0,2700.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,0
909,41.0,0.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
910,45.0,1.0,1100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0
911,37.0,2.0,950.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
912,37.0,1.0,1200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,0
913,51.0,0.0,1150.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0
914,35.0,3.0,3250.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,0
915,44.0,2.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0
916,40.0,0.0,2200.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,74.0,0
917,35.0,0.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0
918,37.0,2.0,1600.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,0
919,53.0,1.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0
920,33.0,3.0,1250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0
921,44.0,1.0,1850.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,0
922,65.0,3.0,1600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,0
923,42.0,3.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0
924,40.0,2.0,1750.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,0
925,47.0,4.0,2050.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,84.0,1
926,50.0,6.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0
927,48.0,2.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0
928,43.0,4.0,3100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,0
929,50.0,0.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
930,50.0,4.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0
931,37.0,0.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,0
932,63.0,3.0,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0
933,56.0,2.0,1550.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,0
934,49.0,4.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1
935,44.0,3.0,2150.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1
936,43.0,1.0,1650.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,0
937,38.0,4.0,1950.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0
938,45.0,0.0,1150.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0
939,50.0,6.0,950.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
940,41.0,0.0,1350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,0
941,37.0,1.0,1550.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,0
942,40.0,3.0,1600.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0
943,43.0,1.0,2150.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0
944,43.0,1.0,1850.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0
945,68.0,0.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0
946,57.0,3.0,1100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0
947,50.0,5.0,2550.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,0
948,28.0,4.0,1550.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
949,30.0,3.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0
950,58.0,0.0,2150.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0
951,42.0,5.0,1050.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0
952,37.0,1.0,1450.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,65.0,0
953,46.0,0.0,1350.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,0
954,42.0,1.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0
955,56.0,0.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,1
956,59.0,2.0,1350.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0
957,44.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
958,40.0,3.0,2650.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0
959,33.0,2.0,2600.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0
960,39.0,3.0,2850.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0
961,44.0,3.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0
962,39.0,2.0,1900.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,0
963,42.0,3.0,2550.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,0
964,51.0,1.0,1200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,0
965,39.0,1.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0
966,57.0,3.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
967,49.0,0.0,1250.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,0
968,52.0,3.0,1400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
969,45.0,4.0,1150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0
970,55.0,6.0,2800.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,0
971,39.0,0.0,2200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0
972,40.0,3.0,2550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0
973,58.0,4.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0
974,39.0,4.0,1850.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0
975,47.0,2.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0
976,47.0,1.0,2300.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,97.0,0
977,41.0,0.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0
978,39.0,0.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0
979,45.0,2.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
980,48.0,3.0,900.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,54.0,0
981,49.0,5.0,3000.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,0
982,36.0,1.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,87.0,0
983,43.0,4.0,2200.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,0
984,59.0,5.0,1600.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0
985,52.0,0.0,1350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,1
986,40.0,3.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0
987,59.0,3.0,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0
988,35.0,0.0,2200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
989,48.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
990,57.0,5.0,2800.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,1
991,44.0,1.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
992,33.0,1.0,1400.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0
993,37.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0
994,46.0,4.0,2000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0
995,42.0,4.0,900.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1
996,48.0,2.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
997,41.0,4.0,800.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,68.0,1
998,37.0,3.0,2800.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,0
999,57.0,4.0,2350.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,0
1000,23.0,0.0,2750.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,1
1001,45.0,3.0,1150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
1002,49.0,3.0,1800.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,69.0,0
1003,52.0,6.0,3500.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0
1004,54.0,0.0,2250.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,1
1005,26.0,0.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,0
1006,62.0,1.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1
1007,60.0,2.0,1250.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,0
1008,57.0,1.0,1550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0
1009,44.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0
1010,53.0,4.0,1500.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,1
1011,44.0,0.0,1700.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,0
1012,46.0,4.0,2100.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,87.0,1
1013,47.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
1014,47.0,2.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1015,44.0,1.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0
1016,44.0,1.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
1017,38.0,1.0,1400.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,0
1018,46.0,1.0,1650.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
1019,51.0,0.0,1250.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,60.0,0
1020,53.0,5.0,2550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0
1021,52.0,0.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,0
1022,48.0,1.0,1500.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0
1023,57.0,1.0,1500.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,44.0,0
1024,37.0,3.0,2650.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,0
1025,47.0,2.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0
1026,55.0,0.0,1450.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,66.0,0
1027,36.0,0.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,0
1028,41.0,3.0,1650.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,57.0,1
1029,50.0,2.0,1350.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
1030,47.0,3.0,2100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0
1031,44.0,1.0,1550.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,0
1032,35.0,3.0,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0
1033,53.0,4.0,2600.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,87.0,0
1034,44.0,0.0,2250.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,0
1035,49.0,2.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
1036,67.0,1.0,2200.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0
1037,56.0,1.0,1100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,0
1038,54.0,1.0,2250.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,0
1039,42.0,4.0,2550.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,0
1040,38.0,2.0,2050.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0
1041,53.0,4.0,2100.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,0
1042,56.0,2.0,1550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,0
1043,48.0,4.0,2500.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0
1044,54.0,0.0,1350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,1
1045,42.0,6.0,700.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,51.0,0
1046,41.0,3.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0
1047,43.0,1.0,1200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0
1048,42.0,0.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0
1049,35.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0
1050,56.0,5.0,2550.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0
1051,49.0,2.0,1800.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,0
1052,42.0,0.0,2200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0
1053,54.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0
1054,44.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
1055,43.0,2.0,1450.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0
1056,48.0,1.0,2050.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0
1057,50.0,3.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0
1058,50.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
1059,54.0,0.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,0
1060,53.0,4.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0
1061,63.0,6.0,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0
1062,44.0,2.0,1250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,1
1063,45.0,4.0,2800.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0
1064,33.0,1.0,2200.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,81.0,1
1065,41.0,1.0,1400.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,1
1066,35.0,3.0,1200.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,0
1067,37.0,3.0,2750.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0
1068,51.0,1.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0
1069,38.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0
1070,52.0,1.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0
1071,54.0,0.0,1400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,0
1072,51.0,3.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0
1073,44.0,1.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
1074,62.0,4.0,2350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0
1075,44.0,1.0,2300.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,81.0,0
1076,56.0,1.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,1
1077,36.0,0.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1078,38.0,1.0,2200.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,83.0,0
1079,49.0,2.0,2150.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,83.0,1
1080,52.0,1.0,2150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0
1081,51.0,5.0,2150.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,91.0,0
1082,46.0,3.0,1650.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,1
1083,48.0,2.0,1400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,0
1084,52.0,2.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0
1085,34.0,2.0,2700.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0
1086,49.0,0.0,2250.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0
1087,51.0,5.0,3550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0
1088,38.0,3.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0
1089,40.0,2.0,1800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0
1090,56.0,2.0,1200.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0
1091,30.0,1.0,1500.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0
1092,63.0,4.0,2300.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,0
1093,49.0,5.0,2550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0
1094,47.0,1.0,2100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0
1095,59.0,4.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
1096,51.0,2.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
1097,45.0,1.0,1500.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0
1098,48.0,1.0,1900.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
1099,50.0,4.0,1350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0
1100,55.0,3.0,1250.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0
1101,31.0,0.0,1150.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,0
1102,46.0,3.0,2100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,0
1103,44.0,0.0,2250.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,1
1104,50.0,2.0,1450.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1105,55.0,2.0,2150.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,0
1106,46.0,2.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0
1107,52.0,5.0,2600.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0
1108,28.0,0.0,1450.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,68.0,0
1109,36.0,5.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1
1110,46.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
1111,44.0,2.0,1350.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,0
1112,53.0,0.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0
1113,43.0,2.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,0
1114,50.0,0.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0
1115,53.0,3.0,1750.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,56.0,0
1116,65.0,0.0,1700.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,0
1117,53.0,1.0,1700.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0,0
1118,43.0,6.0,1600.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0
1119,53.0,4.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
1120,39.0,1.0,1200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,0
1121,42.0,4.0,3300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0
1122,66.0,3.0,1050.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1
1123,39.0,5.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,0
1124,57.0,4.0,2000.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,82.0,0
1125,57.0,1.0,2100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0
1126,44.0,5.0,1650.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,0
1127,47.0,4.0,550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1
1128,35.0,0.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,0
1129,39.0,0.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
1130,36.0,1.0,1200.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,53.0,0
1131,38.0,3.0,2550.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,0
1132,40.0,3.0,3050.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0
1133,43.0,0.0,1450.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0
1134,39.0,1.0,1600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0
1135,44.0,0.0,1700.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,69.0,0
1136,39.0,0.0,1500.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0
1137,38.0,0.0,1750.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0
1138,51.0,0.0,1550.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0
1139,56.0,1.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
1140,42.0,5.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0
1141,38.0,3.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
1142,38.0,0.0,1450.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,0
1143,42.0,0.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
1144,39.0,1.0,2300.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,83.0,0
1145,44.0,1.0,2250.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,0
1146,30.0,0.0,1250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1147,41.0,2.0,1250.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0
1148,50.0,6.0,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0
1149,46.0,2.0,1650.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0
1150,32.0,0.0,2250.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,1
1151,44.0,2.0,1450.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1152,49.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0
1153,54.0,0.0,2150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
1154,33.0,3.0,1550.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0
1155,55.0,0.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0
1156,54.0,4.0,2100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0
1157,37.0,3.0,850.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0
1158,47.0,1.0,2150.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,87.0,1
1159,50.0,3.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
1160,46.0,4.0,2550.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,0
1161,41.0,2.0,1700.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0
1162,31.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0
1163,46.0,0.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,1
1164,55.0,1.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0
1165,49.0,5.0,2700.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0
1166,31.0,3.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,0
1167,54.0,1.0,2250.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,0
1168,34.0,3.0,2050.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1
1169,62.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1170,59.0,0.0,1700.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,65.0,0
1171,34.0,5.0,1850.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,0
1172,44.0,0.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1
1173,52.0,4.0,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0
1174,51.0,2.0,1400.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,0
1175,57.0,0.0,1400.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0
1176,28.0,5.0,1700.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0
1177,39.0,2.0,1400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,0
1178,39.0,0.0,1700.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,0
1179,44.0,0.0,1500.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0
1180,49.0,0.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0
1181,45.0,1.0,1500.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,57.0,0
1182,57.0,0.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1
1183,46.0,2.0,1550.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,1
1184,45.0,0.0,1450.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0
1185,53.0,1.0,2200.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0
